Product ID,Transaction ID,Date,Product Category,Product Name,Units Sold,Unit Price,Total Revenue,Region,Payment Method,Rating,Reviews
P203,10203,2024-07-21,Beauty Products,First Aid Beauty Ultra Repair Cream,1,36.0,36.0,Asia,Credit Card,4,Brilliant! I would definitely buy this again.
P204,10204,2024-07-22,Sports,Thule Pulse Cargo Box,1,549.95,549.95,North America,Debit Card,1,Fell apart after just one use. Absolute junk.
P205,10205,2024-07-23,Electronics,Razer Viper Ultimate Mouse,1,129.99,129.99,Europe,Credit Card,1,A complete failure. I had to return it.
P206,10206,2024-07-24,Home Appliances,Smart Lock,1,229.0,229.0,Asia,PayPal,4,Love it! The design is great and it's very effective.
P207,10207,2024-07-25,Clothing,Stussy T-shirt,3,40.0,120.0,North America,Credit Card,4,Brilliant! I would definitely buy this again.
P208,10208,2024-07-26,Books,The Very Hungry Caterpillar,5,7.99,39.95,Europe,Debit Card,4,Top-notch quality. You won't be disappointed.
P209,10209,2024-07-27,Beauty Products,Farmacy Green Clean Makeup Meltaway Cleansing Balm,1,34.0,34.0,Asia,Credit Card,1,The quality is shocking. Avoid this product.
P210,10210,2024-07-28,Sports,Salomon Speedcross 5 Trail Running Shoes,1,130.0,130.0,North America,PayPal,5,Brilliant! I would definitely buy this again.
P211,10211,2024-07-29,Electronics,Beats Studio3 Wireless Headphones,1,349.95,349.95,Europe,Credit Card,2,The product is average. Met my basic needs.
P212,10212,2024-07-30,Home Appliances,Smart Thermostat,1,249.0,249.0,Asia,Debit Card,5,Brilliant! I would definitely buy this again.
P213,10213,2024-07-31,Clothing,Supreme Box Logo Hoodie,1,698.0,698.0,North America,Credit Card,0,This product did not work at all. A complete waste of money.
P214,10214,2024-08-01,Books,Goodnight Moon,4,6.99,27.96,Europe,PayPal,4,A perfect product. Does everything it promises.
P215,10215,2024-08-02,Beauty Products,Biossance Squalane + Vitamin C Rose Oil,1,72.0,72.0,Asia,Credit Card,1,Very disappointed with the quality. Broke almost immediately.
P216,10216,2024-08-03,Sports,Coleman Sundome Tent,1,69.99,69.99,North America,Debit Card,0,I regret buying this. It's of very low quality.
P217,10217,2024-08-04,Electronics,Corsair K70 RGB MK.2 Keyboard,1,169.99,169.99,Europe,Credit Card,4,I'm so happy with this. It's exactly what I wanted.
P218,10218,2024-08-05,Home Appliances,Video Doorbell,1,199.99,199.99,Asia,PayPal,1,A complete failure. I had to return it.
P219,10219,2024-08-06,Clothing,Off-White T-shirt,1,350.0,350.0,North America,Credit Card,4,Works perfectly and is incredibly well-made.
P220,10220,2024-08-07,Books,Brown Bear, Brown Bear, What Do You See?,5,7.99,39.95,Europe,Debit Card,4,Absolutely fantastic! Exceeded all my expectations.
P221,10221,2024-08-08,Beauty Products,Dyson Airwrap,1,549.99,549.99,Asia,Credit Card,1,Does not work as advertised. Extremely frustrating.
P222,10222,2024-08-09,Sports,Igloo BMX Cooler,1,149.99,149.99,North America,PayPal,3,The product is average. Met my basic needs.
P223,10223,2024-08-10,Electronics,Samsung Galaxy Watch 4,1,249.99,249.99,Europe,Credit Card,0,A complete failure. I had to return it.
P224,10224,2024-08-11,Home Appliances,Security Camera,2,99.99,199.98,Asia,Debit Card,1,I regret buying this. It's of very low quality.
P225,10225,2024-08-12,Clothing,Fear of God Essentials Hoodie,1,95.0,95.0,North America,Credit Card,1,A complete failure. I had to return it.
P226,10226,2024-08-13,Books,The Name of the Wind,2,18.99,37.98,Europe,PayPal,4,I'm so happy with this. It's exactly what I wanted.
P227,10227,2024-08-14,Beauty Products,T3 Cura Luxe Hair Dryer,1,285.0,285.0,Asia,Credit Card,5,Brilliant! I would definitely buy this again.
P228,10228,2024-08-15,Sports,The North Face Recon Backpack,1,99.0,99.0,North America,Debit Card,0,Very disappointed with the quality. Broke almost immediately.
P229,10229,2024-08-16,Electronics,LG Ultrawide Monitor,1,349.99,349.99,Europe,Credit Card,4,I'm so happy with this. It's exactly what I wanted.
P230,10230,2024-08-17,Home Appliances,Smart Garden,1,199.95,199.95,Asia,PayPal,0,The item arrived damaged and unusable.
P231,10231,2024-08-18,Clothing,Nike Tech Fleece Joggers,2,110.0,220.0,North America,Credit Card,0,The item arrived damaged and unusable.
P232,10232,2024-08-19,Books,Dune by Frank Herbert,2,9.99,19.98,North America,Credit Card,0,I would not recommend this. It's poorly made.
P233,10233,2024-08-20,Beauty Products,Fresh Sugar Lip Treatment,1,24.0,24.0,Europe,PayPal,3,I have mixed feelings about this product.
P234,10234,2024-08-21,Sports,Hydro Flask Standard Mouth Water Bottle,3,32.95,98.85,Asia,Credit Card,0,Fell apart after just one use. Absolute junk.
P235,10235,2024-08-22,Electronics,Bose QuietComfort 35 II Wireless Headphones,1,299.0,299.0,North America,Credit Card,5,Five stars! The best purchase I've made this year.
P236,10236,2024-08-23,Home Appliances,Nespresso Vertuo Next Coffee and Espresso Maker,1,159.99,159.99,Europe,PayPal,0,A terrible experience. The product is not as described.
P237,10237,2024-08-24,Clothing,Nike Air Force 1 Sneakers,3,90.0,270.0,Asia,Debit Card,5,A truly wonderful product. I'm very impressed.
